26.308208616780046	26.308208616780046	1
42.515736961451246	42.515736961451246	2
58.746485260770974	58.746485260770974	3
76.32399092970522	76.32399092970522	4
93.15845804988662	93.15845804988662	5
110.24834467120182	110.24834467120182	6
126.98993197278912	126.98993197278912	7
143.22068027210884	143.22068027210884	8
159.42820861678004	159.42820861678004	9
165.4421768707483	165.4421768707483	10
175.6821768707483	175.6821768707483	11
193.02748299319728	193.02748299319728	12
196.5104761904762	196.5104761904762	13
211.44090702947847	211.44090702947847	14
228.25215419501134	228.25215419501134	15
244.08816326530612	244.08816326530612	16
259.9473922902494	259.9473922902494	17
277.15337868480725	277.15337868480725	18
290.3190929705215	290.3190929705215	19
292.91972789115647	292.91972789115647	20
308.2681179138322	308.2681179138322	21
311.4492517006803	311.4492517006803	22
323.6397278911565	323.6397278911565	23
327.1459410430839	327.1459410430839	24
343.21414965986395	343.21414965986395	25
359.328798185941	359.328798185941	26
376.2097052154195	376.2097052154195	27
393.4621315192744	393.4621315192744	28
401.61233560090704	401.61233560090704	29
409.3445804988662	409.3445804988662	30
425.59854875283446	425.59854875283446	31
442.1775963718821	442.1775963718821	32
458.3619047619048	458.3619047619048	33
475.8465306122449	475.8465306122449	34
491.61287981859414	491.61287981859414	35
508.21514739229025	508.21514739229025	36
524.1672562358277	524.1672562358277	37
540.6998639455783	540.6998639455783	38
557.6272108843538	557.6272108843538	39
574.8564172335601	574.8564172335601	40
591.621224489796	591.621224489796	41
607.4572335600907	607.4572335600907	42
624.0595011337869	624.0595011337869	43
640.1044897959184	640.1044897959184	44
656.4281179138322	656.4281179138322	45
672.5892063492064	672.5892063492064	46
687.5660770975056	687.5660770975056	47
703.6575056689343	703.6575056689343	48
729.4084353741497	729.4084353741497	49
