18.204444444444444	18.204444444444444	1
39.86866213151927	39.86866213151927	2
60.62730158730159	60.62730158730159	3
95.20181405895691	95.20181405895691	4
112.17560090702948	112.17560090702948	5
125.20199546485262	125.20199546485262	6
146.14639455782313	146.14639455782313	7
163.3059410430839	163.3059410430839	8
173.9871201814059	173.9871201814059	9
196.67301587301588	196.67301587301588	10
213.57714285714286	213.57714285714286	11
230.59736961451247	230.59736961451247	12
247.15319727891156	247.15319727891156	13
264.8003628117914	264.8003628117914	14
281.1704308390023	281.1704308390023	15
291.29433106575965	291.29433106575965	16
333.04380952380956	333.04380952380956	17
369.3598185941043	369.3598185941043	18
387.37850340136055	387.37850340136055	19
403.3073922902494	403.3073922902494	20
421.69759637188207	421.69759637188207	21
433.30757369614514	433.30757369614514	22
457.82784580498867	457.82784580498867	23
474.9641723356009	474.9641723356009	24
487.27074829931973	487.27074829931973	25
513.1842176870748	513.1842176870748	26
527.975328798186	527.975328798186	27
560.506485260771	560.506485260771	28
