7.8251247165532885	7.8251247165532885	1
25.58839002267574	25.58839002267574	2
65.29451247165532	65.29451247165532	3
84.89215419501134	84.89215419501134	4
105.20961451247166	105.20961451247166	5
126.85061224489796	126.85061224489796	6
144.14947845804988	144.14947845804988	7
161.21614512471655	161.21614512471655	8
180.2332879818594	180.2332879818594	9
196.95165532879818	196.95165532879818	10
214.5756009070295	214.5756009070295	11
232.61750566893426	232.61750566893426	12
249.70739229024943	249.70739229024943	13
285.72154195011336	285.72154195011336	14
307.3160997732426	307.3160997732426	15
324.17378684807255	324.17378684807255	16
341.7280725623583	341.7280725623583	17
358.9340589569161	358.9340589569161	18
375.35056689342406	375.35056689342406	19
393.22993197278913	393.22993197278913	20
421.7208163265306	421.7208163265306	21
